"lang","class","subject","question","option1","option2","option3","option4","answer","difficulty","topic"
"hi","8","Math","24 और 36 का महत्तम समापवर्तक है:","6","8","12","18","12","medium","Playing with Numbers"
"mr","8","Math","24 आणि 36 चे महत्तम समापवर्तक किती आहे?","6","8","12","18","12","medium","Playing with Numbers"
"en","8","Math","Which pair are co-primes?","12 and 25","15 and 20","18 and 27","21 and 35","12 and 25","medium","Playing with Numbers"
"hi","8","Math","कौन सा युग्म सह-अभाज्य है?","12 और 25","15 और 20","18 और 27","21 और 35","12 और 25","medium","Playing with Numbers"
"mr","8","Math","कोणते युग्म सह-अभाज्य आहेत?","12 आणि 25","15 आणि 20","18 आणि 27","21 आणि 35","12 आणि 25","medium","Playing with Numbers"
"en","8","Math","Which number is divisible by both 2 and 5?","20","25","30","35","20 and 30","medium","Playing with Numbers"
"hi","8","Math","कौन सी संख्या 2 और 5 दोनों से विभाज्य है?","20","25","30","35","20 और 30","medium","Playing with Numbers"
"mr","8","Math","कोणती संख्या 2 आणि 5 दोन्ही ने भाग जाते?","20","25","30","35","20 आणि 30","medium","Playing with Numbers"
"en","8","Math","Prime factorisation of 60 is:","2×2×3×5","2×3×5","2×2×5×5","3×3×5","2×2×3×5","medium","Playing with Numbers"
"hi","8","Math","60 का अभाज्य गुणनखंड है:","2×2×3×5","2×3×5","2×2×5×5","3×3×5","2×2×3×5","medium","Playing with Numbers"
"mr","8","Math","60 चे अभाज्य गुणनखंड किती आहेत?","2×2×3×5","2×3×5","2×2×5×5","3×3×5","2×2×3×5","medium","Playing with Numbers"
"en","8","Math","Which number is divisible by 4?","112","113","115","117","112","easy","Playing with Numbers"
"hi","8","Math","कौन सी संख्या 4 से विभाज्य है?","112","113","115","117","112","easy","Playing with Numbers"
"mr","8","Math","कोणती संख्या 4 ने भाग जाते?","112","113","115","117","112","easy","Playing with Numbers"
"en","8","Math","Which number divisible by 7?","49","50","51","52","49","easy","Playing with Numbers"
"hi","8","Math","कौन सी संख्या 7 से विभाज्य है?","49","50","51","52","49","easy","Playing with Numbers"
"mr","8","Math","कोणती संख्या 7 ने भाग जाते?","49","50","51","52","49","easy","Playing with Numbers"
"en","8","Math","Which divisibility rule uses alternating sum of digits?","Rule of 2","Rule of 3","Rule of 9","Rule of 11","Rule of 11","hard","Playing with Numbers"
"hi","8","Math","कौन सा विभाज्यता नियम अंकों के वैकल्पिक योग का प्रयोग करता है?","2 का नियम","3 का नियम","9 का नियम","11 का नियम","11 का नियम","hard","Playing with Numbers"
"mr","8","Math","कोणता विभाज्यता नियम अंकांच्या पर्यायी बेरीज वापरतो?","2 चा नियम","3 चा नियम","9 चा नियम","11 चा नियम","11 चा नियम","hard","Playing with Numbers"
"en","8","Math","Which is an algebraic expression?","2+3","5x+7","12","√16","5x+7","easy","Playing with Algebra"
"hi","8","Math","कौन सा बीजीय व्यंजक है?","2+3","5x+7","12","√16","5x+7","easy","Playing with Algebra"
"mr","8","Math","कोणता बीजीय व्यंजक आहे?","2+3","5x+7","12","√16","5x+7","easy","Playing with Algebra"
"en","8","Math","In 3x+5","coefficient of x is:","3","5","8","1","3","easy"
"hi","8","Math","3x+5 में x का गुणांक है:","3","5","8","1","3","easy","Playing with Algebra"
"mr","8","Math","3x+5 मध्ये x चा गुणांक किती आहे?","3","5","8","1","3","easy","Playing with Algebra"
"en","8","Math","Which term is constant in 7y+9?","7y","9","y","7","9","easy","Playing with Algebra"
"hi","8","Math","7y+9 में स्थिर पद कौन सा है?","7y","9","y","7","9","easy","Playing with Algebra"
"mr","8","Math","7y+9 मध्ये स्थिर पद कोणते आहे?","7y","9","y","7","9","easy","Playing with Algebra"
"en","8","Math","Which identity is (a+b)^2?","a^2+b^2","a^2+2ab+b^2","a^2-2ab+b^2","a^2-b^2","a^2+2ab+b^2","medium","Playing with Algebra"
"hi","8","Math","(a+b)^2 कौन सी पहचान है?","a^2+b^2","a^2+2ab+b^2","a^2-2ab+b^2","a^2-b^2","a^2+2ab+b^2","medium","Playing with Algebra"
"mr","8","Math","(a+b)^2 कोणती ओळख आहे?","a^2+b^2","a^2+2ab+b^2","a^2-2ab+b^2","a^2-b^2","a^2+2ab+b^2","medium","Playing with Algebra"
"en","8","Math","Which identity is (a-b)^2?","a^2+b^2","a^2-2ab+b^2","a^2+2ab+b^2","a^2-b^2","a^2-2ab+b^2","medium","Playing with Algebra"
"hi","8","Math","(a-b)^2 कौन सी पहचान है?","a^2+b^2","a^2-2ab+b^2","a^2+2ab+b^2","a^2-b^2","a^2-2ab+b^2","medium","Playing with Algebra"
"mr","8","Math","(a-b)^2 कोणती ओळख आहे?","a^2+b^2","a^2-2ab+b^2","a^2+2ab+b^2","a^2-b^2","a^2-2ab+b^2","medium","Playing with Algebra"
"en","8","Math","Which identity is (x+y)(x-y)?","x^2+y^2","x^2-y^2","x^2+2xy","x^2-2xy","x^2-y^2","medium","Playing with Algebra"
"hi","8","Math","(x+y)(x-y) कौन सी पहचान है?","x^2+y^2","x^2-y^2","x^2+2xy","x^2-2xy","x^2-y^2","medium","Playing with Algebra"
"mr","8","Math","(x+y)(x-y) कोणती ओळख आहे?","x^2+y^2","x^2-y^2","x^2+2xy","x^2-2xy","x^2-y^2","medium","Playing with Algebra"
"en","8","Math","Simplify: 2x+3x=","2x","3x","5x","6x","5x","easy","Playing with Algebra"
