topic,question,option1,option2,option3,option4,correct_answer,difficulty,language
Motion,What is motion? (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Change in position (हिंदी),Incorrect option 3 (हिंदी),Change in position (हिंदी),medium,hi
Motion,What is motion? (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Change in position (मराठी),Incorrect option 3 (मराठी),Change in position (मराठी),medium,mr
Excretion,What is excretion?,Removal of waste,Incorrect option 3,Incorrect option 1,Incorrect option 2,Removal of waste,easy,en
Excretion,What is excretion? (हिंदी),Removal of waste (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Removal of waste (हिंदी),easy,hi
Excretion,What is excretion? (मराठी),Removal of waste (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Removal of waste (मराठी),easy,mr
Force,What is force?,Incorrect option 3,Push or pull,Incorrect option 1,Incorrect option 2,Push or pull,medium,en
Force,What is force? (हिंदी),Incorrect option 3 (हिंदी),Push or pull (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Push or pull (हिंदी),medium,hi
Force,What is force? (मराठी),Incorrect option 3 (मराठी),Push or pull (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Push or pull (मराठी),medium,mr
Algebra,What is algebra?,Incorrect option 1,Incorrect option 3,Use of symbols,Incorrect option 2,Use of symbols,easy,en
Algebra,What is algebra? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Use of symbols (हिंदी),Incorrect option 2 (हिंदी),Use of symbols (हिंदी),easy,hi
Algebra,What is algebra? (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Use of symbols (मराठी),Incorrect option 2 (मराठी),Use of symbols (मराठी),easy,mr
Respiration,What is respiration?,Releasing energy from food,Incorrect option 1,Incorrect option 3,Incorrect option 2,Releasing energy from food,easy,en
Respiration,What is respiration? (हिंदी),Releasing energy from food (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Releasing energy from food (हिंदी),easy,hi
Respiration,What is respiration? (मराठी),Releasing energy from food (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Releasing energy from food (मराठी),easy,mr
Geometry,What is geometry?,Incorrect option 2,Study of shapes,Incorrect option 1,Incorrect option 3,Study of shapes,medium,en
Geometry,What is geometry? (हिंदी),Incorrect option 2 (हिंदी),Study of shapes (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Study of shapes (हिंदी),medium,hi
Geometry,What is geometry? (मराठी),Incorrect option 2 (मराठी),Study of shapes (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Study of shapes (मराठी),medium,mr
Linear Equations,What is a linear equation?,Equation of degree one,Incorrect option 3,Incorrect option 2,Incorrect option 1,Equation of degree one,easy,en
Linear Equations,What is a linear equation? (हिंदी),Equation of degree one (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Equation of degree one (हिंदी),easy,hi
Linear Equations,What is a linear equation? (मराठी),Equation of degree one (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Equation of degree one (मराठी),easy,mr
Light,What is light?,Incorrect option 3,Incorrect option 1,Incorrect option 2,Form of energy,Form of energy,easy,en
Light,What is light? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Form of energy (हिंदी),Form of energy (हिंदी),easy,hi
Light,What is light? (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Form of energy (मराठी),Form of energy (मराठी),easy,mr
Mensuration,What is mensuration?,Measurement of shapes,Incorrect option 3,Incorrect option 1,Incorrect option 2,Measurement of shapes,easy,en
Mensuration,What is mensuration? (हिंदी),Measurement of shapes (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Measurement of shapes (हिंदी),easy,hi
Mensuration,What is mensuration? (मराठी),Measurement of shapes (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Measurement of shapes (मराठी),easy,mr
Energy,What is energy?,Incorrect option 1,Incorrect option 3,Incorrect option 2,Ability to do work,Ability to do work,easy,en
Energy,What is energy? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Ability to do work (हिंदी),Ability to do work (हिंदी),easy,hi
Energy,What is energy? (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Ability to do work (मराठी),Ability to do work (मराठी),easy,mr
Force,What is force?,Push or pull,Incorrect option 3,Incorrect option 1,Incorrect option 2,Push or pull,easy,en
Force,What is force? (हिंदी),Push or pull (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Push or pull (हिंदी),easy,hi
Force,What is force? (मराठी),Push or pull (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Push or pull (मराठी),easy,mr
Respiration,What is respiration?,Incorrect option 3,Incorrect option 1,Incorrect option 2,Releasing energy from food,Releasing energy from food,medium,en
Respiration,What is respiration? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Releasing energy from food (हिंदी),Releasing energy from food (हिंदी),medium,hi
Respiration,What is respiration? (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Releasing energy from food (मराठी),Releasing energy from food (मराठी),medium,mr
Respiration,What is respiration?,Releasing energy from food,Incorrect option 3,Incorrect option 2,Incorrect option 1,Releasing energy from food,easy,en
Respiration,What is respiration? (हिंदी),Releasing energy from food (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Releasing energy from food (हिंदी),easy,hi
Respiration,What is respiration? (मराठी),Releasing energy from food (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Releasing energy from food (मराठी),easy,mr
Transportation,What is transportation?,Movement of substances,Incorrect option 1,Incorrect option 3,Incorrect option 2,Movement of substances,medium,en
Transportation,What is transportation? (हिंदी),Movement of substances (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Movement of substances (हिंदी),medium,hi
Transportation,What is transportation? (मराठी),Movement of substances (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Movement of substances (मराठी),medium,mr
Algebra,What is algebra?,Incorrect option 3,Incorrect option 1,Incorrect option 2,Use of symbols,Use of symbols,easy,en
Algebra,What is algebra? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Use of symbols (हिंदी),Use of symbols (हिंदी),easy,hi
Algebra,What is algebra? (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Use of symbols (मराठी),Use of symbols (मराठी),easy,mr
Algebra,What is algebra?,Incorrect option 1,Incorrect option 2,Use of symbols,Incorrect option 3,Use of symbols,medium,en
Algebra,What is algebra? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Use of symbols (हिंदी),Incorrect option 3 (हिंदी),Use of symbols (हिंदी),medium,hi
Algebra,What is algebra? (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Use of symbols (मराठी),Incorrect option 3 (मराठी),Use of symbols (मराठी),medium,mr
Linear Equations,What is a linear equation?,Incorrect option 3,Incorrect option 1,Incorrect option 2,Equation of degree one,Equation of degree one,easy,en
Linear Equations,What is a linear equation? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Equation of degree one (हिंदी),Equation of degree one (हिंदी),easy,hi
